product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
33fac76e7f17367dedaef7954bbb33b4,beleza_saude,63,1113,2,550,20,20,20
33fca9d59532dd4c191217a979346ab9,perfumaria,51,750,1,431,20,11,13
3410cbd7df2130ec3cb9300ef0fe3df1,informatica_acessorios,34,324,1,675,21,13,16
34133989d0439e38e03a4a772583d206,informatica_acessorios,47,118,2,300,38,8,18
34157b9ee376927e58c66e9a69cc8704,pet_shop,48,701,3,850,45,30,30
341687b53eae81d74a13127e8e23bd0a,esporte_lazer,51,914,2,4400,20,20,20
34502b3a0c6af7c9b8bce8a8af0aa048,cama_mesa_banho,54,265,1,1500,38,13,31
3458b4c1fcbe46e2eedb48e00960a60e,cama_mesa_banho,56,1009,2,1700,20,45,35
345ebf31824c3871cbb94c377190d6f9,informatica_acessorios,43,463,2,140,16,13,12
347ba21666e27d60475549270486d936,beleza_saude,24,311,1,500,48,11,11
348209d205939d7ee8112be3ef9a2002,bebes,42,485,1,4970,53,31,32
3488d2ce36e718097c1509444289ef7f,perfumaria,40,1176,1,514,18,12,15
349ce46a0e2e20054aa9d80c48af8816,construcao_ferramentas_iluminacao,41,971,1,1300,16,19,16
34b61264ecf24043cc09e6f4dbf6c0f4,bebes,25,1203,2,9133,48,35,64
34c8873cadb5465f46b7a20b6eb0215b,fashion_bolsas_e_acessorios,15,132,4,50,17,4,13
34dabb8af33b3756cf72df05fb327011,tablets_impressao_imagem,56,512,1,300,26,10,26
34dc9ba20762290886d4d94d07a102e3,esporte_lazer,31,419,2,1650,30,8,30
34dcc2f0a890f961ee6252a1cd6ae3f2,utilidades_domesticas,59,1364,7,30000,60,65,60
34ed9519613c77484479167190ccaf3b,construcao_ferramentas_seguranca,49,342,4,100,20,20,20
35310457211638bcf0670da2cd8ba8be,moveis_decoracao,31,1210,8,525,14,15,19
353356a910b2a42aa75a888a5d348997,relogios_presentes,58,576,1,550,19,13,19
35488a9242f4aa7f9f5c3580f1243512,cool_stuff,58,2272,1,200,16,16,16
35557c68a22ecebcf066e25ca2ddc144,ferramentas_jardim,50,741,3,300,17,7,12
35582ccc8dcd2cc9841d257c0506b641,esporte_lazer,56,1235,1,4250,20,20,20
357a9e8a4b691ffbb0f855b23d490c4e,utilidades_domesticas,56,824,2,390,23,14,17
35afc973633aaeb6b877ff57b2793310,casa_conforto,56,176,1,1825,53,10,40
35ebf08a93899d44e756809e11b14754,eletronicos,55,240,1,150,18,12,15
3606696d19bbcad6cb6c0e985749862f,automotivo,56,882,4,450,16,9,15
3625fbaf8284047185fb0351f2f84ae3,esporte_lazer,55,815,4,1600,25,8,25
362917ef32b7ab0660f1d2b1111396ac,alimentos_bebidas,55,965,1,900,16,2,11
362b773250263786dd58670d2df42c3b,esporte_lazer,51,2526,1,200,16,16,11
362e37b5c8826ef516a607cb5f99b8f1,esporte_lazer,50,1037,5,13350,35,20,95
363218ba55c610b750224f90bdd34be1,cama_mesa_banho,46,279,1,1813,67,12,47
363a9f5b97bf194da23858be722a7aa5,construcao_ferramentas_construcao,44,1455,6,30000,100,50,50
3647983375e701c3f089068b5fc0cf98,automotivo,60,1146,1,4000,65,25,25
368aefcea6b2454dff5ce8156ea6766b,esporte_lazer,28,410,1,1046,27,27,23
368c6c730842d78016ad823897a372db,ferramentas_jardim,57,366,2,1650,30,22,30
36945ab7b40f69883323c9be517b640d,papelaria,59,381,4,5450,26,30,28
369dfa384d5ad2a0cb97cb4cda846c47,esporte_lazer,58,3784,7,225,25,18,18
36ab622c8cb4f831132849c587ba600a,beleza_saude,57,698,3,968,31,8,11
36c63c85321bed52c0f9b359278398e6,moveis_decoracao,57,198,8,750,30,18,21
36d74b6f7d7c0e188328c310f9d9896e,fashion_bolsas_e_acessorios,46,455,6,450,24,10,12
36ea81e90d1292dcdc3ad8abb09c20fe,bebes,59,921,4,350,42,27,42
36eece49385945a72f46e8edc9a56e42,automotivo,32,1214,1,1036,20,11,13
36f60d45225e60c7da4558b070ce4b60,informatica_acessorios,33,300,1,207,19,11,14
37055d9442bfc227231d5983f329ff9f,market_place,33,718,1,300,18,11,14
3718e428a53d75dc322c79a49bdbe3aa,esporte_lazer,53,1709,1,1538,24,22,19
372645c7439f9661fbbacfd129aa92ec,cama_mesa_banho,60,236,1,1500,34,7,32
372a2c75b4d5f160e199dee0f342d11b,beleza_saude,43,718,1,350,16,8,11
3731a08877914ac1dbf9b7c995854f84,papelaria,55,298,1,250,16,6,11
3732271dbc064b3c2c372c5675c914ce,bebes,46,736,2,1467,32,23,30
3733ab31371499cdb860660de819a97f,ferramentas_jardim,57,1038,1,2450,23,9,29
373c022e7383e108569b38098f3ed975,market_place,46,475,4,1800,18,65,35
3743820de2227103b72b029a352fb98b,informatica_acessorios,38,391,1,183,16,16,11
37470d84427730445b3b251bb796d528,eletrodomesticos,53,472,2,125,23,8,13
3758055ab2434bd36ac78e00b15b5cf6,beleza_saude,52,1193,3,600,50,8,105
3777da5a4d01cc856906b449ddb7ffd3,construcao_ferramentas_construcao,55,510,8,7300,35,14,35
378bb6601c068c842ca65be6c5e45ccd,alimentos,40,911,1,1700,16,18,15
3793f9a5cee3d440b31c209500f28743,esporte_lazer,43,721,2,1050,28,9,20
3795823a832215210d81bb4f8fafc95b,informatica_acessorios,24,718,2,200,41,2,29
37a0aa952d52e1141cd6e9b489a82f4e,bebes,55,934,5,400,29,36,15
37bc5c7b7dca15cfcbe282fb0dd0bab3,utilidades_domesticas,55,1117,1,500,25,25,25
37e4c14527273be66b84b8836bba463b,,,,,1155,24,16,16
37e7030d6095e672ebf05e2133b1a1bf,instrumentos_musicais,40,1075,2,600,24,5,20
37f05006248fc8b0d04270ef02d24406,fashion_bolsas_e_acessorios,50,572,5,50,18,18,12
37f582e625d4301ab2d6b200238405d1,fashion_bolsas_e_acessorios,24,503,5,150,16,14,11
380aa1e702b7e85375d3d81d893acf73,moveis_decoracao,24,709,4,550,22,15,11
381169576b9f3c083a1c3261da161a3b,informatica_acessorios,43,677,2,225,25,9,29
38201aa4f47d255ccc9f259c913854a4,esporte_lazer,44,521,2,1750,42,6,40
382132cf96c88a277a65226833af5f61,informatica_acessorios,49,664,3,680,47,7,18
3846c262ddb08db0ea2cc1a1685590ff,,,,,600,18,18,18
385a33a408e9c35c9fbc2025c12f3784,informatica_acessorios,52,967,1,220,22,13,12
386486367c1f9d4f587a8864ccb6902b,cama_mesa_banho,54,120,1,835,40,9,33
3871b7939245ed35ab97c7d3924c6862,informatica_acessorios,45,340,1,300,17,16,12
3877375bc8e2856da0375e2295d32360,relogios_presentes,38,325,8,1000,20,20,20
3881e42dae9f77fcbaf9f23020b7ef44,malas_acessorios,45,218,1,800,46,10,34
388517f6230f1fdef794b9c075180a0c,informatica_acessorios,22,716,2,200,36,2,28
388a6943ef1d99b81f642a0137bfa5da,beleza_saude,44,108,1,400,30,15,20
388ff2c827798649fc2a40fd7af129d5,moveis_decoracao,38,313,1,13800,100,16,16
389711d6c8aa737f6f70e948946de005,eletrodomesticos,59,355,1,1650,50,2,37
389d119b48cf3043d311335e499d9c6b,ferramentas_jardim,59,341,2,1750,37,22,40
38bbdd7cf8ec37b401531aa741bf2394,telefonia,43,292,2,270,16,14,11
38da2dd3fddf4b5eda6d46d781fde41b,cama_mesa_banho,40,698,1,1150,29,15,15
38ebfc282f610c4b8c8950b634db74e2,automotivo,49,382,2,4900,31,31,31
38ef617a023fc4398829dd8c2b9e8be6,cama_mesa_banho,54,559,1,650,16,10,16
38f3677364ecf032090b33915b155161,utilidades_domesticas,52,375,2,9950,31,61,31
38fa750a3a3b3204f169c86a3284d387,esporte_lazer,39,1057,1,183,16,18,16
38fbdbd0a9be4733e29cd1afe360e23b,automotivo,41,603,1,500,26,3,16
39084b68d30ae3ce2bdaf467ed4f3dbc,perfumaria,23,217,2,250,16,11,11
391a014a66920fa0ce468319264e0232,consoles_games,38,880,2,550,33,28,41
3931aaf38ba4cc928100541ff51b82ff,informatica_acessorios,45,554,3,400,16,4,16
3933e8a85308e9e9e9bc428355ba203e,cama_mesa_banho,53,267,2,1900,45,15,35
394b16cd32e9f883365dd7ebac4edbe0,eletronicos,53,377,1,150,25,7,16
394e7e390f3282732faa3a73a6033c3a,papelaria,51,749,2,200,16,7,27
39774ab6b55af4ca99782e23935a97a4,moveis_escritorio,43,1363,1,12050,57,54,22
39aa98469aa7460a9764311b3f8efb12,cama_mesa_banho,47,161,2,350,25,8,19
39af958c865cffb372490d50c207d776,cama_mesa_banho,53,294,1,2850,42,12,40
39b86f4e3aedf22731990099a660a6f5,fashion_bolsas_e_acessorios,59,150,7,200,16,2,20
39c4b45f85d57630198b4da1688c13a0,brinquedos,33,234,1,578,33,19,33
39d5577b413907bf3a1d2f9ab9510863,cama_mesa_banho,54,229,1,1500,40,5,30
39e96bf755a2107369e9e9654476d831,moveis_decoracao,57,470,1,2200,50,20,40
39eef1b4d9ab7a5a121d3436b03ce7d3,papelaria,62,1331,1,1550,25,20,15
39f3ae59da5b8f220b4a98a157b93af2,cama_mesa_banho,55,317,1,2550,40,10,30
3a05a947f28cf46d789adedc107d7595,esporte_lazer,57,652,1,3450,16,15,20
3a07f82957867a5eb477dc7f2f60c2aa,relogios_presentes,53,179,4,250,16,2,11
3a0a670620f51d9287a85a9d81474dc0,utilidades_domesticas,46,829,3,1250,32,18,32
3a12fe499b9342f78cb827ee18393e7f,cama_mesa_banho,54,739,1,1050,25,10,25
3a156bd35ef75525c9b43dbed71a9734,pet_shop,58,502,4,200,27,9,26
3a166c25c4271d3b28fdb6aeadc0897c,cama_mesa_banho,60,715,1,1100,28,5,20
3a362c0e7f9a69276e2d95869a3e143b,beleza_saude,60,919,1,150,22,3,15
3a4113a7009a9fda9cc0021c98b74332,livros_tecnicos,39,465,1,550,24,4,18
3a4776f99a3e55bb2489252ab56253b9,telefonia,57,1356,4,500,25,7,25
3a4db42aea95097b7a616b36f21d143f,papelaria,56,225,1,1000,33,32,38
3a5d57db958f4fec143599e2c7113f17,esporte_lazer,59,737,1,800,20,20,20
3a7d90845985f39048815a6939c56be4,bebidas,50,3065,9,273,21,16,15
3a806ac1ab98107febb4ffcf38bc1fac,bebes,53,704,3,4750,60,20,50
3ac52f93c2299daa201fbb7ff36546f7,informatica_acessorios,60,401,2,150,16,5,15
3ae28b124972bb81eddcb644cd284be9,brinquedos,47,404,1,1550,18,31,25
3ae810052cf18d30232367f0b45e284c,alimentos_bebidas,28,371,2,1200,23,12,19
3af8628b6057e15cb18b8421d7b82533,moveis_decoracao,33,1097,2,700,25,10,25
3b09eb8e2d6bb856f77327ebf539e959,utilidades_domesticas,56,1223,1,10050,30,30,30
3b0f7951038b105522c2d566b54421f7,telefonia,56,341,1,175,17,6,13
3b17f6528c9e2a01b2f75f844a60ddae,instrumentos_musicais,59,326,1,5000,40,9,105
3b2c3b5eca3b8bd45a556828662ac340,beleza_saude,51,2243,4,1400,24,10,16
3b42242085259cb66b6e577ae5173c76,cama_mesa_banho,33,1061,1,1600,26,21,23
3b4db17ce4f2c8731f83b093db7aa0b1,market_place,56,1376,3,1750,32,10,40
3b4ea3aae09e99353a54922da11954c3,brinquedos,57,87,5,5700,39,30,29
3b60d513e90300a4e9833e5cda1f1d61,,,,,450,20,12,15
3b8c4349c3256c61f1c1d7181267fe76,beleza_saude,59,1289,3,23975,80,50,48
3bbacbe586e957acbf26c63b3ed532a3,pet_shop,53,1687,2,8750,50,8,45
3bd016185be10ea4b4b2baa6e7dd9e9b,livros_tecnicos,27,2155,1,650,17,24,11
3bdc103ff400f1e4c1136dfe4ebadbd1,moveis_decoracao,48,593,1,250,16,5,20
3bf95cf337a8c87435a2949c48350fc7,beleza_saude,59,1538,1,2017,28,30,27
3c169334e3cd4e710ef729a014d38b2a,brinquedos,49,1363,2,700,31,6,25
3c242072afadf856cb9471ea7ead620d,brinquedos,40,742,2,400,20,20,20
3c28d10ea65fbafd9792027334cf4544,moveis_decoracao,57,1586,6,228,17,12,15
3c40f1198e8e92e3c84c84bf8a8e1f0e,cama_mesa_banho,44,112,1,450,40,4,30
3c4fa3a3881df35a8f19bec369491d50,beleza_saude,34,426,1,606,19,11,16
3c5ba90e09547db90868e803d139de30,moveis_decoracao,20,262,1,8800,36,47,36
3c6be4372f013b15ef6c2d0f89452998,papelaria,59,303,6,5350,38,30,28
3c883b9d3fd2d0ce448d4136349dc0a4,cama_mesa_banho,49,153,1,550,23,15,23
3cb35b42508b97cb50eb1f1090c9d719,beleza_saude,47,2594,4,600,18,9,12
3cb39171fd36c50097f2dedbbe0dfe6e,automotivo,60,3136,4,100,17,10,15
3cb883c745ef0016bbfc89e032b5a853,beleza_saude,31,485,1,1250,30,10,17
3cc4b421c1f28dd22e86fc4aaafb600e,cama_mesa_banho,57,188,1,1100,44,2,35
3cc842aabeddd8ef0d633a10ef8a51aa,brinquedos,32,582,4,900,44,40,16
3cebb9158a3aa0b3f78ee0f934c9f032,esporte_lazer,41,423,4,1700,28,14,22
3ced865c94d3396f990864fa7aef9104,telefonia,58,584,6,225,18,4,12
3cfbc83ded5aa170816cc18cdb5d4188,relogios_presentes,56,633,1,400,20,13,13
3d13d2c1176a1a94d48df83ac45204bb,cama_mesa_banho,60,558,1,5350,16,50,40
3d37da85f5e66558333fb5daee494736,beleza_saude,59,1828,1,1400,20,20,20
3d75a35ffe2d78d994c7caa66db1c232,perfumaria,19,498,1,2500,30,16,30
3d77287739b6bf1ac163ce2d77570ada,moveis_decoracao,29,233,2,30000,60,70,60
3da76d120922f2c5c94b3ec02db563c9,utilidades_domesticas,56,498,5,4100,31,31,29
3daf57226c18abcc95e0172756fc82d8,fashion_bolsas_e_acessorios,27,352,4,100,16,10,11
3db75f31b76375c502f64d550dcd1166,informatica_acessorios,34,1078,2,200,41,2,29
3dc485b15eb3f5a61fab4f5ed17cc24d,brinquedos,58,614,3,800,16,18,17
3dd2a17168ec895c781a9191c1e95ad7,informatica_acessorios,48,894,1,533,22,11,20
3de88091a3ed3699a8e32f77898c6368,moveis_escritorio,39,2417,1,15200,58,28,58
3e0bf199429e16f10824e5fc7dd33213,eletronicos,60,382,2,1050,18,13,10
3e12358032a6a599d25d9fd630cec2e1,utilidades_domesticas,52,1301,1,975,31,12,21
3e28c005e07e71dc007d1f88295ba270,cool_stuff,61,1451,3,900,20,28,20
3e4176d545618ed02f382a3057de32b4,malas_acessorios,35,468,1,1200,40,22,30
3e442d09f9dfef002aadf31960869f65,informatica_acessorios,33,1084,2,200,41,2,29
3e5201fe0d1ba474d9b90152c83c706c,cama_mesa_banho,56,255,1,1800,30,5,30
3e6d2bde9274ac275013aa90d7e2bf16,relogios_presentes,52,481,2,250,16,11,11
3e7ec3672e5549ba74cf635752bfc70b,moveis_decoracao,59,2262,4,600,65,8,13
3e935c981d34489d33ea5c721ab2e14c,alimentos,54,524,1,550,32,30,27
3e9b58f1436820c248d3f98d7229bb14,relogios_presentes,56,489,2,250,16,11,11
3e9fecd898d8fc598fb18399c2af0248,perfumaria,51,362,1,550,23,8,15
3ea344b27741300cc4724d2a5af94460,cama_mesa_banho,57,729,1,1500,20,30,30
3eb2d78dda82bc83c9b047fbba954dbe,esporte_lazer,51,573,1,500,20,7,14
3ebd44ce3c5f4ef6af43b9f0b1df1729,automotivo,60,317,4,70,19,3,16
3eeb9c7bc48cbf70ee22b1b1361bd0c3,moveis_decoracao,45,2359,2,7600,50,30,30
3eee0fd6b877331481b1ca94b2c77319,automotivo,55,257,3,2400,35,15,35
3eef0cb94ba82de806bb30ab743c7655,moveis_escritorio,26,1177,1,11880,50,60,27
3ef69437b2ca2234de7ad9165bebfe43,pet_shop,37,692,6,250,13,16,16
3ef8d885129ad51b20838faba23825a3,livros_interesse_geral,45,510,1,550,25,5,18
3f14d740544f37ece8a9e7bc8349797e,informatica_acessorios,44,655,1,321,19,14,13
3f217ac180c743ff2e4b047d4f205d52,instrumentos_musicais,57,507,1,200,16,9,11
3f24e35922fa51c0626c7c51d2f3a9a4,cama_mesa_banho,45,179,2,1250,45,10,15
3f26ccc2d547ea9b11e5ef9673fb40dc,telefonia,50,548,2,125,18,4,14
3f31ad7df5482b3e8fcaac6ea060574f,relogios_presentes,48,361,2,200,31,4,13
3f3695c50cf443bfc1058ce0c8ab6a46,eletronicos,39,376,1,175,22,13,17
3f3bb9a9009cafb307bc91e3d8a507b9,moveis_decoracao,63,208,2,7600,100,7,65
3f4269f81421aadbfc643a23d5dbf3ff,automotivo,55,228,1,200,25,10,16
3f98320412a131f7346baa2aa2de7540,esporte_lazer,54,523,2,8450,42,102,47
3f994ee4a0b20760d1b173aa65037c95,cool_stuff,56,708,2,5700,42,21,36
3fab9767a48fd2bbbf649feaab5b434a,esporte_lazer,59,199,1,700,30,30,30
3fae92f8d0ebb3317991934a6d717c47,cama_mesa_banho,60,306,1,1250,16,10,16
3fbc0ef745950c7932d5f2a446189725,beleza_saude,50,1257,1,350,19,12,13
3fc00af0f0a8d4ac2933d3900416c977,climatizacao,59,624,5,2000,20,10,20
3fc18e3aefe7b9346bd15de863fa0365,utilidades_domesticas,43,808,1,2850,30,30,30
3fd04b238d42b022434a07519d30a354,moveis_decoracao,51,567,1,2400,30,10,27
3fddda7e92c16fa45033a4373a116e00,perfumaria,45,650,1,75,11,11,8
3ff3656bf4f81c36e63687fefe2ecca7,moveis_decoracao,39,308,2,2950,40,20,40
4027c03e4b0afe1963877d2d164f880b,perfumaria,51,538,1,500,23,8,15
404a57563d487aecbc2b1a01d9b89aab,cama_mesa_banho,62,313,1,3500,45,15,35
4052517cac9e78357d895976124f6972,eletronicos,31,736,3,800,35,30,40
40540b68d7fd077e46c33308fb59c2f5,cama_mesa_banho,29,296,1,900,60,15,50
407bc2771e1ae0911576de1560d3adcc,moveis_decoracao,54,532,1,600,65,7,11
408dc0e1523c3915352e552a1a23c663,telefonia_fixa,59,1382,2,666,19,17,16
40c7fdb4c192c7df52431d1b079f9026,relogios_presentes,52,192,5,150,16,2,20
40e834fa1961d072be482a772dbba0e1,esporte_lazer,42,394,5,600,32,18,23
40e9fb75d3f96d5cca8fe7af35675ed0,perfumaria,38,673,1,150,16,16,16
40f9d700a4bf5e0d84c70d704147971f,esporte_lazer,56,1335,5,2000,50,17,30
4100a608bd0aa524b06ffefba973707b,beleza_saude,39,798,1,688,17,13,16
410dd36335e15d089a9668e9bb5b2cd7,automotivo,60,703,6,6300,47,19,23
41483859d76267ad9a2c8d0af4a76266,brinquedos,58,245,1,300,40,15,35
414c53fa9c5cc4a0390682aeb2e25ec1,moveis_decoracao,56,646,1,300,16,30,20
416fad0f58722ac772e8ac9b3e33a0ca,esporte_lazer,54,500,1,200,16,3,11
417d9668b1146c16947abb8c344996e8,eletroportateis,55,1240,2,800,21,17,18
4180a49d4b879e727ad2c8e82a9f4d87,esporte_lazer,54,1598,1,250,16,15,16
4182ad8f6fd91b6064f2d1097d8a4291,beleza_saude,38,929,1,1097,18,18,16
41ad56651f07e2f6f66f9372c0e89071,perfumaria,51,273,1,350,19,13,16
41b821274ec513636f9144375c9f9031,brinquedos,44,429,6,400,20,10,20
41c24b8ce92d1a2cac62db5edfd088b2,relogios_presentes,27,178,1,314,18,11,14
41cd333a4af5e36df81fc0b83ccf8e2d,bebes,59,867,3,10750,38,47,44
41db6d8062fcd38410c699743ccc0265,telefonia,49,1438,2,125,19,5,11
41f447e263110b954a7e52f6052ab5e1,telefonia,47,334,2,100,16,4,11
42130cd7a981706499a4d337f2f7f621,telefonia,37,565,1,100,19,3,11
42155695adbe665066ad812855fe523a,eletronicos,60,517,4,200,16,6,14
422879e10f46682990de24d770e7f83d,ferramentas_jardim,56,348,2,1550,30,22,30
422f04883e19f7b9508857ca6bcaeb6a,casa_construcao,57,1493,1,300,23,9,11
423a6644f0aa529e8828ff1f91003690,agro_industria_e_comercio,54,2352,3,5800,30,30,20
425db55cb3b0f5b18a2d9964da31c3c0,papelaria,58,850,2,450,25,15,25
426c58d69aa402e5397c4b6471420fbe,construcao_ferramentas_construcao,54,2312,1,3550,16,105,11
42749c525c90994bd3d4c74edf047172,construcao_ferramentas_jardim,57,1289,1,1300,60,13,23
4298b7e67dc399c200662b569563a2b2,informatica_acessorios,58,420,1,200,21,14,15
4299cf45bc9aa8ef5bd9337035c286e5,perfumaria,60,499,1,700,30,10,30
429e7401fafb76436f15e86498bd7364,cama_mesa_banho,60,233,1,2500,41,8,36
42a2c92a0979a949ca4ea89ec5c7b934,utilidades_domesticas,41,799,1,7000,26,47,27
42ca857208d059f51c317b503000c385,pet_shop,60,525,1,350,27,9,27
42d3ba4dd1a78c5ba05ccc0d3417706c,cama_mesa_banho,60,1344,3,1400,35,5,20
42eb5329dd0ee3d76d135ce04c84451b,alimentos_bebidas,54,920,1,1150,16,17,11
42ec84ace63b58b8c5a7ba7be01d5fb8,cool_stuff,52,1732,10,2550,24,23,27
42fd6f72ca3e6f53b25d7a19b0536630,construcao_ferramentas_seguranca,34,1195,2,1350,29,18,28
4308439e0d80d5fe03f17ba83b57c493,beleza_saude,61,3745,6,600,16,17,17
430f4c8e02bd4e1fe6330c38689b54f3,cama_mesa_banho,57,188,1,950,44,2,36
431d674f9a4fbd0957ecf6ba3fcb6899,telefonia,56,1892,4,450,17,3,11
431dc11c26a67c6a49e81cee84f35b28,consoles_games,47,1338,2,600,18,12,18
43216537780cef285c670f2b8437ae58,esporte_lazer,58,484,1,400,16,9,11
43354a2ac9eca9f50cb31647c6d5516a,brinquedos,50,563,6,8750,30,69,25
43423cdffde7fda63d0414ed38c11a73,relogios_presentes,41,1159,4,350,16,14,11
434487f82b5c35646bd8155cf1946179,alimentos_bebidas,25,385,1,600,16,16,11
437c05a395e9e47f9762e677a7068ce7,beleza_saude,40,409,1,1110,19,11,18
4380015e3e75bf62b57e306d2f4c2827,eletrodomesticos,59,147,1,1250,38,7,63
4390e4e834a8679a940d6795b52b5e58,automotivo,59,695,6,8175,56,11,32
43b069f855679eb3d3589e55dcfe968e,moveis_decoracao,40,1438,3,150,35,2,25
43b54d1fc56ff394092a3dff6be2d39f,beleza_saude,60,919,1,150,22,3,15
43c78a3f875907bf2e94679f591c4724,cama_mesa_banho,49,184,1,900,40,2,30
43cc8e4d981bc04b9d78b12e8a908d41,beleza_saude,44,1793,1,11450,80,26,26
43d6624c213f21168ead351def0ad36a,automotivo,58,2075,1,3000,42,19,25
43d7d26e2969491a49f0f1a376feb6c5,esporte_lazer,38,1658,2,163,18,14,15
43e09fcb6175856e87a4d9b91321addb,brinquedos,43,1505,1,6038,49,19,44
43f88c8353708451babf9bcdd1fda92a,fashion_bolsas_e_acessorios,46,419,4,200,16,5,11
4413a608a42bd21bbf9d5abbd58c249a,cool_stuff,57,1620,1,2350,16,40,16
44291e25afe160dfe5f844da1b0f8b15,perfumaria,54,964,1,50,16,5,11
443686a203341f24c2cead2297359568,pet_shop,31,933,5,1100,20,20,25
44414d55ce2808a7b8f3568a92d1484f,ferramentas_jardim,56,1575,1,3763,49,45,34
444d53deb5d80250e5e44dd416f20298,cama_mesa_banho,58,584,3,2400,33,12,33
4464ecc5c8cd38eff5beae1484f80166,informatica_acessorios,21,181,1,917,21,15,11
446cf7e594fa3103f5d26069356b55e2,cama_mesa_banho,54,797,1,800,16,10,16
446e4aaabb7fbea797d25845c8ab50f4,informatica_acessorios,59,411,1,100,13,10,11
446f791c0261ad0a93d4dced49d5d0bc,moveis_decoracao,49,349,4,6050,30,40,30
4473f3e5c65952b074ef987fa5c24662,telefonia,59,776,6,350,17,4,12
447540e8fcd91fc4f9b1587aed39882c,,,,,1100,35,15,20
44774af511346f08083720dbba61ade0,fashion_bolsas_e_acessorios,25,599,5,1250,30,30,30
44907e5763ed2255fff21e4fb12a635a,cama_mesa_banho,37,888,1,1000,30,5,30
44a34214a57dc373dcd80f54c919d006,esporte_lazer,21,207,2,350,67,15,15
44aadbb26d5c81d9846b0c48bc00d7a3,cama_mesa_banho,46,434,1,575,34,17,28
44c015f31e165a805a0c68a2124e2e90,moveis_decoracao,58,1198,1,7600,52,15,52
44c2baf621113fa7ac95fa06b4afbc68,moveis_decoracao,54,984,2,7000,16,50,55
44d097d59e8430f88a67517cd0c4f865,fashion_bolsas_e_acessorios,55,151,6,350,16,2,20
44e086c4a977f37a888627b43880586c,instrumentos_musicais,60,234,1,600,20,20,20
44fc450365728c413fefc547592626be,eletroportateis,28,1426,1,1833,21,19,22
44fded21627553d1886d459384bbce06,eletronicos,56,280,1,150,25,7,16
450a44fbb7995e0ace31991a2bb05470,moveis_decoracao,50,446,2,1400,45,5,45
4520766ec412348b8d4caa5e8a18c464,automotivo,59,956,1,50,16,16,17
4525c06a9be3578a113250b8dec95353,utilidades_domesticas,56,306,1,4200,37,15,37
455819d0d2ccab9c6041aa8de3ae6b16,,,,,2400,42,15,27
45746155b8481c23a21eb4645c306438,moveis_decoracao,60,2281,1,400,70,11,11
4583e308182e4e78d5b71b5af1804def,bebes,41,565,1,450,16,12,13
45ade111a241eb94d71890c6fcd2a0e0,ferramentas_jardim,60,368,3,550,20,15,20
45b280868bcc8124d9309f459a42eeaf,esporte_lazer,59,902,2,6450,20,20,20
45d53108adfd3c40a54c578f431c45cc,informatica_acessorios,58,1675,1,1700,35,18,34
45df8892a1d74d2e8f960dc06625fdab,telefonia,51,824,1,311,20,11,14
45f176c0bd310b5d35594fc78a8ed5e5,brinquedos,43,1324,4,3625,29,38,26
45f68d6b5c1bdaeb13882fdcb62e4e47,bebes,57,1644,3,500,23,33,11
45f7c48e7ead07eb1afd9aebfe6de326,utilidades_domesticas,60,557,1,3100,48,38,11
4606f0b0bceceb75e7a887e6b57cae3e,informatica_acessorios,43,583,1,814,32,16,15
461f43be3bdf8844e65b62d9ac2c7a5a,relogios_presentes,35,591,3,444,20,14,16
46292acbc08d49b95138891146f7287b,pet_shop,40,961,1,158,18,6,13
462a59e8ce95b0cb4df207fce782648c,livros_interesse_geral,37,1080,3,500,17,5,28
4630317645c09161b7409edb2448a828,moveis_escritorio,45,1156,1,16400,63,60,25
4633dfeb3a2588bdb52af32d504b44eb,telefonia_fixa,46,218,4,150,16,4,11
466d263ce8b7bd275003ee2104428127,telefonia,59,266,2,150,18,4,16
466d5f5de92846a9674f3b34b3b922ad,moveis_decoracao,59,471,1,2100,30,5,20
46737a24b6230ab90d6df497df0a2b43,utilidades_domesticas,56,259,2,2467,38,39,29
467c6bb41a33d10e03816f139e7baf85,esporte_lazer,53,1085,1,250,25,17,19
46957faa8ca08af2cb0e35f42fac6141,perfumaria,55,1018,2,450,22,16,16
46b0edb9f3206f9c093f3ab71e77710e,moveis_decoracao,31,449,4,4350,27,17,46
46b173c179c7e6904a5728959bee5b3a,brinquedos,44,1573,2,550,17,15,22
46ca9515def9ceb56e338c86ca765ba1,instrumentos_musicais,42,409,3,450,27,27,27
46cc07237660346018f8838ae0b7ed2b,bebes,39,609,1,550,40,19,16
46d66b9ad911a2cea5e3c9127aa7fac5,climatizacao,50,295,2,3342,39,26,21
46d6fa3170df63d5372aa59928ba33dd,esporte_lazer,56,244,2,1000,60,15,15
46ded74d8d8e187dabe94a64dd15a7cd,informatica_acessorios,52,116,2,200,50,4,40
47061c529d086395e595208595507aa4,cama_mesa_banho,56,609,1,550,16,10,16
4713819035a9ef628d084f8ff4fa71f2,beleza_saude,60,919,1,200,22,3,15
471e714759273827991f1746906737d1,fashion_bolsas_e_acessorios,51,529,2,300,35,8,35
4724ffa427f315c485e39b02e21859b2,beleza_saude,52,1059,6,550,16,9,11
47277d35dcfa53f5bee3d98ec3031c8a,automotivo,55,840,1,2900,45,20,45
474bb6b54fc608ca71059a6c4f7ecda3,eletronicos,43,538,1,150,30,10,20
